DateTime;UnitId;Rdx;Rdy;Speed;Course;NumSatellites;HDOP;Quality
2015-03-10 00:00:02;357566000058106;158126.102542985;380446.027478599;0;31;7;1;Gps
2015-03-10 00:00:02;357566000058064;164299.882381978;383920.580845648;9;356;6;6;Gps
2015-03-10 00:00:45;357566000058064;164296.821514547;383890.073807984;1;221;5;6;Gps
2015-03-10 00:00:45;357566000058106;158129.606152475;380442.858994944;0;0;7;1;Gps
2015-03-10 00:01:28;357566000058064;164295.501812043;383902.030906155;2;352;5;2;Gps
2015-03-10 00:01:28;357566000058106;158116.487718299;380431.577461665;1;281;7;1;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps
2015-03-10 00:02:11;357566000058064;164288.968719716;383894.639240674;1;340;6;2;Gps

